Upper_xs,Upper_vs,Upper_ts,Upper_timestamps,Lower_xs,Lower_vs,Lower_ts,Lower_timestamps,Upper_absolute_ts,Lower_absolute_ts
0,159.999,0,2020-07-22 08:10:56.000,0,159.999,5.427,2020-07-22 08:11:01.427,0,5.427
4.44514052105019,160.051112106734,0.1,2020-07-22 08:10:56.100,4.44514052105019,160.051112106734,5.527,2020-07-22 08:11:01.527,0.1,5.527
8.89100474623723,160.051112106734,0.2,2020-07-22 08:10:56.200,8.89100474623723,160.051112106734,5.627,2020-07-22 08:11:01.627,0.2,5.627
13.3368689714243,160.051112106734,0.3,2020-07-22 08:10:56.300,13.3368689714243,160.051112106734,5.727,2020-07-22 08:11:01.727,0.3,5.727
17.7827331966113,160.051112106734,0.4,2020-07-22 08:10:56.400,17.7827331966113,160.051112106734,5.827,2020-07-22 08:11:01.827,0.4,5.827
22.2285974217984,160.051112106734,0.5,2020-07-22 08:10:56.500,22.2285974217984,160.051112106734,5.927,2020-07-22 08:11:01.927,0.5,5.927
26.6744616469854,160.051112106734,0.6,2020-07-22 08:10:56.600,26.6744616469854,160.051112106734,6.027,2020-07-22 08:11:02.027,0.6,6.027
31.1203258721725,160.051112106734,0.7,2020-07-22 08:10:56.700,31.1203258721725,160.051112106734,6.127,2020-07-22 08:11:02.127,0.7,6.127
35.5661900973595,160.051112106734,0.8,2020-07-22 08:10:56.800,35.5661900973595,160.051112106734,6.227,2020-07-22 08:11:02.227,0.8,6.227
40.0120543225465,160.051112106734,0.9,2020-07-22 08:10:56.900,40.0120543225465,160.051112106734,6.327,2020-07-22 08:11:02.327,0.9,6.327
44.4579185477336,160.051112106734,1,2020-07-22 08:10:57.000,44.4579185477336,160.051112106734,6.427,2020-07-22 08:11:02.427,1,6.427
48.9037827729206,160.051112106734,1.1,2020-07-22 08:10:57.100,48.9037827729206,160.051112106734,6.527,2020-07-22 08:11:02.527,1.1,6.527
53.3496469981077,160.051112106734,1.2,2020-07-22 08:10:57.200,53.3496469981077,160.051112106734,6.627,2020-07-22 08:11:02.627,1.2,6.627
57.7955112232947,160.051112106734,1.3,2020-07-22 08:10:57.300,57.7955112232947,160.051112106734,6.727,2020-07-22 08:11:02.727,1.3,6.727
62.2413754484818,160.051112106734,1.4,2020-07-22 08:10:57.400,62.2413754484818,160.051112106734,6.827,2020-07-22 08:11:02.827,1.4,6.827
66.6872396736688,160.051112106734,1.5,2020-07-22 08:10:57.500,66.6872396736688,160.051112106734,6.927,2020-07-22 08:11:02.927,1.5,6.927
71.1331038988558,160.051112106734,1.6,2020-07-22 08:10:57.600,71.1331038988558,160.051112106734,7.027,2020-07-22 08:11:03.027,1.6,7.027
75.5789681240429,160.051112106734,1.7,2020-07-22 08:10:57.700,75.5789681240429,160.051112106734,7.127,2020-07-22 08:11:03.127,1.7,7.127
80.0248323492299,160.051112106734,1.8,2020-07-22 08:10:57.800,80.0248323492299,160.051112106734,7.227,2020-07-22 08:11:03.227,1.8,7.227
84.4706965744169,160.051112106734,1.9,2020-07-22 08:10:57.900,84.4706965744169,160.051112106734,7.327,2020-07-22 08:11:03.327,1.9,7.327
88.916560799604,160.051112106734,2,2020-07-22 08:10:58.000,88.916560799604,160.051112106734,7.427,2020-07-22 08:11:03.427,2,7.427
93.362425024791,160.051112106734,2.1,2020-07-22 08:10:58.100,93.362425024791,160.051112106734,7.527,2020-07-22 08:11:03.527,2.1,7.527
97.8082892499781,160.051112106734,2.2,2020-07-22 08:10:58.200,97.8082892499781,160.051112106734,7.627,2020-07-22 08:11:03.627,2.2,7.627
102.254153475165,160.051112106734,2.3,2020-07-22 08:10:58.300,102.254153475165,160.051112106734,7.727,2020-07-22 08:11:03.727,2.3,7.727
106.700017700352,160.051112106734,2.4,2020-07-22 08:10:58.400,106.700017700352,160.051112106734,7.827,2020-07-22 08:11:03.827,2.4,7.827
111.145881925539,160.051112106734,2.5,2020-07-22 08:10:58.500,111.145881925539,160.051112106734,7.927,2020-07-22 08:11:03.927,2.5,7.927
115.591746150726,160.051112106734,2.6,2020-07-22 08:10:58.600,115.591746150726,160.051112106734,8.027,2020-07-22 08:11:04.027,2.6,8.027
120.037610375913,160.051112106734,2.7,2020-07-22 08:10:58.700,120.037610375913,160.051112106734,8.127,2020-07-22 08:11:04.127,2.7,8.127
